pre_id,post_id,synapses
20011,20008,2
20011,20026,2
20011,20029,4
20011,20034,1
20011,20057,1
20011,20059,2
20011,20073,1
20011,20077,1
20011,20095,3
20011,20107,1
20011,20120,1
20011,20121,1
20011,20122,1
20011,20125,2
20011,20131,1
20011,20137,1
20011,20146,1
20011,20155,1
20011,20161,1
20011,20180,2
20011,20182,2
20011,20186,1
20011,20192,1
20011,20202,2
20011,20210,1
20011,20227,1
20011,20235,1
20011,20246,3
20011,20258,1
20011,20262,1
20011,20267,1
20011,20274,1
20011,20295,3
20011,20333,3
20011,20347,3
20011,20360,2
20011,20363,5
20011,20369,2
20011,20394,3
20011,20397,1
20011,20400,1
20011,20408,1
20011,20410,1
20011,20416,1
20011,20424,2
20011,20435,1
20011,20444,1
20011,20451,1
20011,20452,1
20011,20457,1
20011,20458,9
20011,20460,1
20011,20477,2
20011,20478,1
20011,20485,3
20011,20487,2
20011,20498,1
20012,20015,2
20012,20032,4
20012,20038,1
20012,20053,1
20012,20104,2
20012,20148,1
20012,20210,3
20012,20227,2
20012,20264,1
20012,20307,1
20012,20321,1
20012,20336,2
20012,20340,1
20012,20368,2
20012,20393,3
20012,20416,1
20012,20447,1
20012,20457,4
20013,20002,5
20013,20038,3
20013,20058,1
20013,20078,2
20013,20094,3
20013,20102,1
20013,20125,2
20013,20131,1
20013,20222,3
20013,20234,1
20013,20283,1
20013,20289,3
20013,20300,1
20013,20328,2
20013,20330,1
20013,20339,2
20013,20342,1
20013,20347,1
20013,20362,1
20013,20367,1
20013,20480,3
20013,20498,3
20014,20021,1
20014,20027,3
20014,20057,1
20014,20088,1
20014,20092,1
20014,20132,2
20014,20138,1
20014,20166,1
20014,20167,3
20014,20181,2
20014,20201,1
20014,20212,1
20014,20218,1
20014,20262,4
20014,20306,6
20014,20316,1
20014,20332,3
20014,20342,2
20014,20348,1
20014,20352,1
20014,20355,3
20014,20421,2
20014,20432,2
20014,20501,3
20015,20013,1
20015,20014,2
20015,20030,3
20015,20052,1
20015,20053,1
20015,20086,3
20015,20107,1
20015,20119,3
20015,20123,1
20015,20127,1
20015,20133,1
20015,20134,1
20015,20144,3
20015,20214,4
20015,20220,3
20015,20223,1
20015,20228,3
20015,20239,1
20015,20245,2
20015,20261,2
20015,20279,1
20015,20301,2
20015,20309,1
20015,20330,1
20015,20353,2
20015,20362,1
20015,20401,3
20015,20416,1
20015,20420,1
20015,20425,2
20015,20445,5
20015,20448,1
20015,20454,1
20015,20465,4
20015,20468,1
20015,20469,4
20015,20471,1
20015,20473,1
20015,20501,1
20016,20025,2
20016,20059,2
20016,20061,1
20016,20079,2
20016,20089,1
20016,20095,1
20016,20137,1
20016,20140,2
20016,20150,1
20016,20151,1
20016,20178,1
20016,20180,4
20016,20202,6
20016,20224,3
20016,20238,1
20016,20247,2
20016,20260,1
20016,20277,1
20016,20278,2
20016,20350,1
20016,20370,2
20016,20385,2
20016,20388,3
20016,20397,2
20016,20417,2
20016,20423,1
20016,20456,2
20016,20463,1
20017,20003,4
20017,20011,2
20017,20036,5
20017,20067,1
20017,20095,2
20017,20105,1
20017,20116,2
20017,20121,1
20017,20128,1
20017,20153,2
20017,20155,1
20017,20182,1
20017,20202,3
20017,20209,2
20017,20231,2
20017,20244,1
20017,20267,1
20017,20286,2
20017,20287,1
20017,20289,1
20017,20303,1
20017,20315,1
20017,20322,4
20017,20350,1
20017,20351,1
20017,20370,2
20017,20373,1
20017,20390,1
20017,20400,1
20017,20406,3
20017,20411,2
20017,20427,2
20017,20453,1
20017,20457,2
20017,20467,2
20017,20475,1
20017,20479,2
20017,20487,1
20018,20011,1
20018,20027,1
20018,20095,1
20018,20114,1
20018,20129,1
20018,20186,1
20018,20197,2
20018,20202,2
20018,20222,1
20018,20270,1
20018,20273,1
20018,20300,1
20018,20321,3
20018,20374,1
20018,20378,1
20018,20433,3
20018,20460,4
20019,20012,1
20019,20025,1
20019,20027,1
20019,20030,1
20019,20035,1
20019,20043,2
20019,20051,1
20019,20053,1
20019,20055,1
20019,20058,1
20019,20076,1
20019,20087,2
20019,20109,3
20019,20112,1
20019,20134,1
20019,20149,1
20019,20152,2
20019,20174,1
20019,20193,2
20019,20196,1
20019,20214,1
20019,20231,1
20019,20232,1
20019,20272,1
20019,20301,1
20019,20338,8
20019,20341,2
20019,20358,1
20019,20364,1
20019,20406,1
20019,20425,2
20019,20449,1
20019,20462,1
20019,20468,2
20019,20476,1
20019,20478,1
20019,20489,1
20020,20037,2
20020,20074,4
20020,20091,2
20020,20134,2
20020,20146,3
20020,20149,1
20020,20190,2
20020,20193,1
20020,20273,2
20020,20281,2
20020,20323,4
20020,20331,2
20020,20355,3
20020,20368,1
20020,20381,4
20020,20411,1
20020,20429,2
20020,20436,2
20020,20443,4
20020,20464,1
20020,20472,1
20020,20493,1
20021,20010,2
20021,20022,3
20021,20031,1
20021,20036,1
20021,20037,3
20021,20039,1
20021,20073,2
20021,20080,2
20021,20082,1
20021,20086,3
20021,20088,3
20021,20091,2
20021,20099,1
20021,20133,2
20021,20144,2
20021,20150,1
20021,20159,1
20021,20165,1
20021,20172,1
20021,20197,1
20021,20198,3
20021,20199,1
20021,20204,3
20021,20207,3
20021,20208,1
20021,20223,2
20021,20228,1
20021,20239,2
20021,20251,2
20021,20254,1
20021,20301,1
20021,20309,1
20021,20313,1
20021,20318,1
20021,20328,1
20021,20332,1
20021,20348,1
20021,20353,4
20021,20371,2
20021,20372,3
20021,20393,4
20021,20401,1
20021,20426,1
20021,20448,2
20021,20461,3
20021,20465,4
20021,20469,2
20021,20472,2
20021,20481,1
20021,20482,2
20021,20497,1
20022,20021,1
20022,20123,3
20022,20188,1
20022,20196,1
20022,20212,1
20022,20261,2
20022,20291,1
20022,20327,1
20022,20332,1
20022,20342,5
20023,20054,4
20023,20066,4
20023,20122,1
20023,20175,2
20023,20240,1
20023,20264,3
20023,20282,1
20023,20306,3
20023,20336,1
20023,20344,1
20023,20366,1
20023,20388,1
20023,20404,2
20024,20023,4
20024,20061,1
20024,20065,2
20024,20076,3
20024,20089,1
20024,20108,2
20024,20111,2
20024,20122,2
20024,20151,1
20024,20154,2
20024,20161,1
20024,20170,2
20024,20174,2
20024,20175,4
20024,20206,1
20024,20213,1
20024,20236,1
20024,20247,2
20024,20251,1
20024,20260,3
20024,20267,3
20024,20276,1
20024,20286,1
20024,20295,1
20024,20299,6
20024,20306,2
20024,20322,1
20024,20346,3
20024,20369,1
20024,20388,1
20024,20391,1
20024,20398,1
20024,20410,2
20024,20424,1
20024,20439,1
20024,20442,2
20024,20450,1
20024,20455,2
20024,20463,2
20024,20475,1
20024,20486,1
20025,20030,2
20025,20040,1
20025,20045,1
20025,20064,3
20025,20068,1
20025,20100,2
20025,20114,1
20025,20125,2
20025,20185,1
20025,20237,2
20025,20267,1
20025,20312,1
20025,20355,2
20025,20362,3
20025,20374,1
20025,20378,1
20025,20449,1
20025,20460,1
20025,20466,1
20026,20009,1
20026,20012,1
20026,20015,1
20026,20028,1
20026,20032,1
20026,20089,2
20026,20102,1
20026,20115,1
20026,20125,1
20026,20145,1
20026,20186,1
20026,20209,1
20026,20213,2
20026,20231,4
20026,20256,1
20026,20265,1
20026,20319,2
20026,20328,1
20026,20336,1
20026,20338,1
20026,20346,1
20026,20358,6
20026,20363,1
20026,20376,6
20026,20391,2
20026,20399,1
20026,20405,4
20026,20432,1
20026,20437,4
20026,20442,1
20026,20467,1
20027,20009,1
20027,20012,1
20027,20030,2
20027,20038,1
20027,20080,2
20027,20113,5
20027,20119,2
20027,20148,1
20027,20160,2
20027,20214,2
20027,20223,2
20027,20233,2
20027,20314,4
20027,20331,1
20027,20381,4
20027,20389,6
20027,20393,3
20027,20497,1
20028,20005,3
20028,20054,1
20028,20078,4
20028,20089,3
20028,20104,3
20028,20150,2
20028,20152,2
20028,20155,1
20028,20167,1
20028,20172,1
20028,20182,1
20028,20189,1
20028,20244,1
20028,20253,7
20028,20255,2
20028,20290,2
20028,20385,1
20028,20414,2
20028,20423,1
20028,20445,2
20028,20459,2
20028,20486,2
20029,20034,2
20029,20074,2
20029,20121,1
20029,20170,2
20029,20202,1
20029,20277,4
20029,20294,2
20029,20317,2
20029,20335,1
20029,20342,1
20029,20346,1
20029,20355,2
20029,20400,2
20029,20467,2
20029,20490,1
20030,20004,1
20030,20015,2
20030,20022,1
20030,20042,2
20030,20102,1
20030,20127,3
20030,20149,3
20030,20158,1
20030,20190,8
20030,20216,3
20030,20298,4
20030,20319,2
20030,20333,1
20030,20359,3
20030,20362,1
20030,20381,2
20030,20474,1
20031,20014,4
20031,20021,1
20031,20080,2
20031,20094,2
20031,20116,5
20031,20141,1
20031,20167,1
20031,20221,3
20031,20343,1
20031,20392,1
20031,20421,2
20031,20432,1
20031,20438,1
20031,20499,2
20032,20036,2
20032,20157,1
20032,20225,1
20032,20324,1
20032,20343,1
20032,20428,1
20033,20015,1
20033,20021,4
20033,20064,2
20033,20073,1
20033,20118,3
20033,20163,2
20033,20172,1
20033,20190,2
20033,20328,1
20033,20330,1
20033,20336,1
20033,20368,1
20033,20428,1
20033,20497,1
20034,20011,5
20034,20045,1
20034,20066,2
20034,20072,1
20034,20136,2
20034,20148,1
20034,20161,1
20034,20170,4
20034,20271,2
20034,20292,1
20034,20322,2
20034,20407,3
20034,20426,1
20034,20480,1
20035,20019,1
20035,20102,1
20035,20125,2
20035,20127,1
20035,20183,4
20035,20197,2
20035,20209,2
20035,20236,1
20035,20264,3
20035,20364,1
20035,20400,1
20035,20425,1
20035,20464,4
20036,20051,3
20036,20053,1
20036,20062,2
20036,20133,1
20036,20164,3
20036,20250,3
20036,20291,2
20036,20318,1
20036,20324,1
20036,20327,1
20036,20422,1
20036,20432,2
20036,20465,1
20036,20468,2
20036,20474,2
20036,20497,1
20036,20499,2
20037,20019,2
20037,20064,1
20037,20066,1
20037,20073,1
20037,20081,1
20037,20084,1
20037,20091,3
20037,20094,1
20037,20101,2
20037,20126,4
20037,20172,4
20037,20192,2
20037,20204,1
20037,20212,1
20037,20219,1
20037,20229,2
20037,20230,1
20037,20305,5
20037,20310,2
20037,20357,2
20037,20432,1
20037,20466,1
20037,20497,3
20038,20010,3
20038,20012,1
20038,20020,2
20038,20047,1
20038,20073,2
20038,20091,4
20038,20107,2
20038,20146,1
20038,20212,1
20038,20218,1
20038,20230,1
20038,20328,1
20038,20332,1
20038,20368,4
20038,20378,1
20038,20381,3
20038,20396,2
20038,20429,2
20038,20443,1
20038,20445,1
20038,20467,3
20038,20474,1
20038,20478,1
20039,20015,1
20039,20021,3
20039,20051,1
20039,20099,1
20039,20148,2
20039,20167,3
20039,20181,1
20039,20204,3
20039,20250,1
20039,20293,2
20039,20296,1
20039,20309,1
20039,20327,1
20039,20334,3
20039,20343,1
20039,20374,3
20039,20432,2
20039,20469,3
20039,20494,1
20039,20499,1
20040,20009,1
20040,20078,1
20040,20172,2
20040,20179,1
20040,20233,2
20040,20240,1
20040,20340,4
20040,20355,1
20040,20379,2
20040,20399,2
20040,20423,1
20040,20432,4
20040,20433,1
20040,20484,1
20040,20495,1
20041,20024,1
20041,20046,2
20041,20054,4
20041,20056,1
20041,20091,1
20041,20102,2
20041,20120,2
20041,20125,3
20041,20152,1
20041,20161,1
20041,20180,1
20041,20184,1
20041,20190,1
20041,20224,1
20041,20233,1
20041,20336,3
20041,20354,1
20041,20361,2
20041,20453,2
20041,20495,1
20041,20497,4
20042,20012,3
20042,20019,3
20042,20083,1
20042,20103,1
20042,20104,2
20042,20134,2
20042,20146,3
20042,20163,2
20042,20190,2
20042,20192,3
20042,20336,1
20042,20341,1
20042,20409,3
20042,20421,2
20043,20027,1
20043,20032,1
20043,20039,4
20043,20048,2
20043,20094,1
20043,20100,1
20043,20127,10
20043,20149,2
20043,20214,1
20043,20215,4
20043,20218,1
20043,20223,2
20043,20327,1
20043,20368,2
20043,20393,1
20044,20081,3
20044,20099,1
20044,20107,2
20044,20148,1
20044,20291,1
20044,20304,2
20044,20305,3
20044,20324,1
20044,20336,2
20044,20470,1
20044,20499,1
20045,20006,2
20045,20017,2
20045,20029,1
20045,20034,1
20045,20040,5
20045,20061,4
20045,20071,1
20045,20077,1
20045,20085,1
20045,20107,2
20045,20111,2
20045,20115,3
20045,20124,2
20045,20142,3
20045,20160,1
20045,20173,3
20045,20174,1
20045,20178,1
20045,20179,1
20045,20210,6
20045,20221,1
20045,20240,1
20045,20243,2
20045,20246,2
20045,20258,5
20045,20275,1
20045,20282,5
20045,20320,7
20045,20360,3
20045,20361,4
20045,20366,3
20045,20367,2
20045,20375,3
20045,20397,1
20045,20411,1
20045,20412,1
20045,20415,2
20045,20450,2
20045,20451,2
20045,20463,2
20045,20475,2
20045,20477,1
20045,20492,1
20046,20045,1
20046,20049,1
20046,20050,6
20046,20094,3
20046,20110,1
20046,20120,2
20046,20154,1
20046,20168,2
20046,20203,1
20046,20205,1
20046,20287,1
20046,20315,4
20046,20345,1
20046,20388,1
20046,20425,2
20046,20440,2
20046,20445,1
20046,20484,1
20046,20495,1
20047,20016,4
20047,20026,1
20047,20053,1
20047,20078,1
20047,20127,2
20047,20152,1
20047,20166,1
20047,20181,3
20047,20225,2
20047,20255,3
20047,20266,1
20047,20305,1
20047,20374,2
20047,20381,1
20047,20411,2
20047,20443,1
20048,20032,4
20048,20042,1
20048,20044,1
20048,20158,1
20048,20223,2
20048,20305,1
20048,20339,1
20048,20349,1
20048,20368,1
20048,20372,1
20048,20420,1
20048,20422,3
20048,20454,1
20048,20489,1
20048,20497,1
20049,20011,1
20049,20023,5
20049,20056,1
20049,20063,1
20049,20108,1
20049,20113,1
20049,20129,1
20049,20135,2
20049,20180,1
20049,20184,2
20049,20268,1
20049,20271,4
20049,20287,1
20049,20333,1
20049,20338,3
20049,20354,2
20049,20370,1
20049,20371,1
20049,20391,2
20049,20398,1
20049,20400,1
20049,20410,1
20049,20424,1
20049,20437,3
20049,20451,2
20049,20453,6
20049,20480,2
20050,20108,3
20050,20135,1
20050,20180,3
20050,20186,1
20050,20237,2
20050,20265,1
20050,20286,2
20050,20292,3
20050,20299,1
20050,20321,1
20050,20333,1
20050,20402,1
20050,20418,1
20050,20452,2
20050,20460,1
20050,20486,1
20051,20019,2
20051,20047,1
20051,20064,1
20051,20092,4
20051,20163,1
20051,20218,1
20051,20289,1
20051,20297,1
20051,20316,3
20051,20329,1
20051,20342,1
20051,20356,2
20051,20368,2
20051,20426,1
20051,20462,1
20052,20086,1
20052,20099,1
20052,20152,1
20052,20218,1
20052,20250,1
20052,20296,1
20052,20301,1
20052,20302,2
20052,20416,2
20052,20428,2
20052,20469,3
20052,20470,1
20052,20499,1
20053,20012,4
20053,20015,1
20053,20027,4
20053,20062,2
20053,20080,1
20053,20081,2
20053,20082,3
20053,20118,1
20053,20167,1
20053,20217,1
20053,20265,2
20053,20318,2
20053,20329,2
20053,20340,2
20053,20368,4
20053,20392,1
20053,20409,3
20053,20414,3
20053,20432,3
20053,20497,1
20054,20003,1
20054,20023,3
20054,20024,3
20054,20029,1
20054,20046,2
20054,20049,3
20054,20050,1
20054,20058,1
20054,20073,2
20054,20079,2
20054,20090,2
20054,20111,4
20054,20112,2
20054,20115,2
20054,20122,1
20054,20128,1
20054,20137,1
20054,20151,2
20054,20155,1
20054,20171,1
20054,20177,4
20054,20179,2
20054,20181,1
20054,20185,1
20054,20186,1
20054,20191,1
20054,20208,2
20054,20219,2
20054,20223,3
20054,20234,5
20054,20240,1
20054,20246,1
20054,20258,4
20054,20274,1
20054,20282,3
20054,20295,1
20054,20311,1
20054,20322,2
20054,20346,2
20054,20347,4
20054,20354,1
20054,20355,1
20054,20366,1
20054,20375,2
20054,20385,1
20054,20386,2
20054,20388,1
20054,20391,1
20054,20404,1
20054,20408,3
20054,20411,1
20054,20418,1
20054,20420,1
20054,20424,2
20054,20442,1
20054,20444,2
20054,20450,1
20054,20459,2
20054,20472,4
20054,20479,1
20054,20484,1
20054,20486,1
20054,20498,2
20054,20500,1
20055,20026,1
20055,20054,3
20055,20116,1
20055,20136,1
20055,20147,3
20055,20168,2
20055,20172,1
20055,20177,2
20055,20210,3
20055,20213,1
20055,20221,1
20055,20238,2
20055,20241,1
20055,20246,2
20055,20271,2
20055,20278,1
20055,20376,1
20055,20379,1
20055,20392,1
20055,20394,1
20055,20397,1
20055,20459,2
20055,20467,2
20055,20486,1
20056,20023,2
20056,20065,1
20056,20085,1
20056,20101,1
20056,20122,3
20056,20148,1
20056,20154,1
20056,20215,1
20056,20221,1
20056,20227,1
20056,20243,1
20056,20257,3
20056,20274,1
20056,20278,2
20056,20282,2
20056,20289,2
20056,20292,1
20056,20317,2
20056,20322,2
20056,20360,1
20056,20370,1
20056,20383,1
20056,20394,2
20056,20398,3
20056,20402,1
20056,20408,1
20056,20411,2
20056,20424,1
20056,20434,1
20056,20450,1
20056,20486,4
20057,20002,1
20057,20017,2
20057,20020,7
20057,20035,5
20057,20038,1
20057,20042,1
20057,20049,1
20057,20070,1
20057,20089,1
20057,20101,1
20057,20115,1
20057,20132,2
20057,20161,3
20057,20162,3
20057,20176,1
20057,20189,2
20057,20196,5
20057,20215,3
20057,20221,1
20057,20224,1
20057,20240,1
20057,20246,2
20057,20252,1
20057,20256,2
20057,20258,1
20057,20264,2
20057,20268,1
20057,20273,1
20057,20274,3
20057,20287,1
20057,20289,3
20057,20320,1
20057,20330,1
20057,20364,1
20057,20369,2
20057,20373,1
20057,20379,1
20057,20403,1
20057,20410,1
20057,20412,3
20057,20423,1
20057,20424,1
20057,20432,3
20057,20437,3
20057,20445,1
20057,20473,1
20057,20478,1
20057,20485,2
20057,20486,1
20057,20492,1
20057,20500,3
20058,20011,3
20058,20046,2
20058,20055,1
20058,20057,1
20058,20075,2
20058,20082,1
20058,20111,2
20058,20120,1
20058,20142,1
20058,20146,1
20058,20151,2
20058,20153,3
20058,20154,2
20058,20168,3
20058,20186,1
20058,20206,3
20058,20271,3
20058,20286,1
20058,20306,1
20058,20319,2
20058,20384,1
20058,20459,1
20058,20464,4
20059,20017,1
20059,20023,1
20059,20045,1
20059,20079,2
20059,20094,1
20059,20110,2
20059,20170,2
20059,20206,1
20059,20209,1
20059,20235,2
20059,20240,2
20059,20244,4
20059,20256,3
20059,20269,1
20059,20274,1
20059,20276,3
20059,20278,1
20059,20286,2
20059,20335,1
20059,20350,3
20059,20370,1
20059,20434,2
20059,20451,2
20059,20467,1
20060,20014,3
20060,20022,2
20060,20048,1
20060,20052,2
20060,20099,2
20060,20112,2
20060,20146,5
20060,20203,3
20060,20205,2
20060,20229,2
20060,20232,1
20060,20251,1
20060,20257,1
20060,20291,4
20060,20305,2
20060,20349,1
20060,20422,3
20060,20438,1
20060,20447,1
20060,20466,2
20060,20469,1
20061,20016,2
20061,20059,1
20061,20095,3
20061,20110,2
20061,20115,1
20061,20187,1
20061,20195,2
20061,20206,1
20061,20241,1
20061,20246,1
20061,20247,2
20061,20344,1
20061,20375,2
20061,20405,1
20061,20419,1
20061,20459,3
20061,20475,1
20062,20009,1
20062,20014,1
20062,20031,2
20062,20138,1
20062,20143,1
20062,20163,2
20062,20164,1
20062,20228,3
20062,20362,4
20062,20368,1
20062,20416,2
20062,20474,3
20063,20002,1
20063,20025,3
20063,20040,1
20063,20057,1
20063,20068,1
20063,20085,2
20063,20110,2
20063,20171,1
20063,20172,4
20063,20186,1
20063,20224,1
20063,20232,1
20063,20290,1
20063,20303,1
20063,20314,4
20063,20362,4
20063,20382,3
20063,20439,2
20063,20449,1
20063,20454,3
20063,20500,2
20064,20012,2
20064,20019,2
20064,20037,1
20064,20054,2
20064,20071,1
20064,20082,1
20064,20103,1
20064,20215,2
20064,20237,1
20064,20273,1
20064,20336,1
20064,20341,1
20064,20362,5
20064,20381,2
20064,20443,1
20064,20461,1
20064,20468,2
20065,20050,1
20065,20056,2
20065,20105,1
20065,20110,1
20065,20155,1
20065,20213,2
20065,20243,2
20065,20263,1
20065,20375,1
20065,20400,1
20066,20007,5
20066,20065,2
20066,20080,1
20066,20105,2
20066,20121,10
20066,20152,1
20066,20177,1
20066,20184,4
20066,20189,3
20066,20247,4
20066,20257,1
20066,20271,3
20066,20278,2
20066,20282,1
20066,20283,3
20066,20299,3
20066,20325,1
20066,20349,1
20066,20360,4
20066,20386,1
20066,20388,4
20066,20398,4
20066,20415,1
20066,20424,1
20066,20462,1
20066,20484,3
20066,20492,1
20067,20035,1
20067,20036,2
20067,20040,3
20067,20061,2
20067,20063,3
20067,20070,1
20067,20077,3
20067,20085,6
20067,20111,1
20067,20124,2
20067,20128,1
20067,20152,2
20067,20162,6
20067,20183,1
20067,20191,1
20067,20195,3
20067,20211,1
20067,20215,1
20067,20217,1
20067,20233,1
20067,20253,1
20067,20263,1
20067,20264,2
20067,20270,1
20067,20292,1
20067,20295,2
20067,20306,2
20067,20333,1
20067,20361,1
20067,20366,2
20067,20394,1
20067,20400,1
20067,20405,3
20067,20410,2
20067,20411,1
20067,20417,3
20067,20424,5
20067,20427,1
20067,20431,1
20067,20442,1
20067,20452,1
20067,20456,1
20067,20479,1
20067,20486,1
20067,20489,1
20067,20490,2
20067,20492,4
20068,20004,2
20068,20077,1
20068,20105,2
20068,20130,2
20068,20145,1
20068,20185,2
20068,20206,3
20068,20246,1
20068,20249,1
20068,20259,2
20068,20265,1
20068,20281,1
20068,20289,4
20068,20348,1
20068,20355,1
20068,20415,2
20068,20428,2
20068,20432,1
20068,20435,4
20068,20443,1
20068,20460,3
20068,20484,1
20068,20492,2
20069,20031,3
20069,20052,1
20069,20166,4
20069,20190,1
20069,20213,1
20069,20251,1
20069,20259,1
20069,20281,1
20069,20284,1
20069,20304,1
20069,20316,1
20069,20441,1
20069,20499,3
20070,20001,1
20070,20019,1
20070,20020,2
20070,20057,1
20070,20073,1
20070,20143,2
20070,20148,1
20070,20149,1
20070,20160,3
20070,20190,1
20070,20192,1
20070,20202,4
20070,20224,1
20070,20273,1
20070,20308,2
20070,20414,3
20070,20432,2
20070,20452,2
20070,20458,1
20070,20483,1
20071,20032,3
20071,20091,1
20071,20107,2
20071,20126,1
20071,20127,1
20071,20167,2
20071,20230,4
20071,20265,2
20071,20305,4
20071,20310,1
20071,20341,2
20071,20342,4
20071,20355,1
20071,20358,2
20071,20359,2
20071,20381,1
20071,20396,2
20071,20482,1
20072,20004,2
20072,20007,2
20072,20026,3
20072,20059,3
20072,20073,1
20072,20140,2
20072,20174,2
20072,20195,1
20072,20244,2
20072,20247,1
20072,20255,3
20072,20286,1
20072,20295,1
20072,20322,2
20072,20335,1
20072,20337,5
20072,20383,1
20072,20388,4
20072,20394,1
20072,20413,1
20072,20418,1
20072,20447,1
20072,20449,1
20072,20450,1
20072,20457,2
20073,20008,3
20073,20057,1
20073,20082,1
20073,20091,1
20073,20104,1
20073,20119,2
20073,20203,3
20073,20251,1
20073,20285,1
20073,20307,1
20073,20327,1
20073,20330,3
20073,20331,1
20073,20336,1
20073,20360,1
20073,20372,2
20073,20380,1
20073,20392,1
20073,20406,2
20073,20493,2
20074,20029,1
20074,20041,2
20074,20050,1
20074,20161,2
20074,20170,3
20074,20182,1
20074,20234,5
20074,20236,4
20074,20238,1
20074,20264,1
20074,20268,3
20074,20274,1
20074,20275,5
20074,20278,1
20074,20286,2
20074,20290,1
20074,20358,1
20074,20371,1
20074,20381,1
20074,20437,3
20074,20451,1
20074,20487,1
20074,20490,2
20075,20032,3
20075,20048,1
20075,20074,3
20075,20152,1
20075,20334,1
20075,20366,3
20075,20406,4
20075,20438,1
20075,20439,1
20075,20477,2
20075,20493,1
20076,20043,1
20076,20100,4
20076,20119,1
20076,20126,2
20076,20132,1
20076,20135,1
20076,20171,2
20076,20174,2
20076,20229,1
20076,20231,1
