cell_id,node_id
cell01,555
cell01,555
cell01,556
cell01,556
cell01,556
cell01,557
cell01,557
cell01,561
cell01,561
cell01,562
cell01,562
cell01,563
cell01,563
cell01,564
cell01,565
cell01,565
cell01,565
cell01,565
cell01,566
cell01,566
cell01,566
cell01,567
cell01,567
cell01,567
cell01,567
cell01,567
cell01,568
cell01,568
cell01,569
cell01,569
cell01,570
cell01,571
cell01,571
cell01,572
cell01,572
cell01,573
cell01,573
cell01,574
cell01,574
cell01,575
cell01,576
cell01,576
cell01,577
cell01,577
cell01,577
cell01,577
cell01,577
cell01,578
cell01,578
cell01,578
cell01,578
cell01,579
cell01,579
cell01,580
cell01,580
cell01,580
cell01,580
cell01,580
cell01,581
cell01,581
cell01,582
cell01,582
cell01,582
cell01,582
cell01,583
cell01,583
cell01,583
cell01,584
cell01,584
cell01,585
cell01,585
cell01,585
cell01,586
cell01,586
cell01,586
cell01,587
cell01,587
cell01,588
cell01,588
cell01,588
cell01,589
cell01,589
cell01,590
cell01,590
cell01,590
cell01,590
cell01,591
cell01,591
cell01,591
cell01,591
cell01,592
cell01,592
cell01,593
cell01,593
cell01,593
cell01,594
cell01,595
cell01,596
cell01,597
cell01,597
cell01,597
cell01,598
cell01,598
cell01,598
cell01,600
cell01,601
cell01,601
cell01,601
cell01,601
cell01,602
cell01,603
cell01,603
cell01,604
cell01,604
cell01,604
cell01,604
cell01,604
cell01,605
cell01,605
cell01,605
cell01,607
cell01,607
cell01,607
cell01,608
cell01,608
cell01,608
cell01,610
cell01,611
cell01,611
cell01,611
cell01,612
cell01,612
cell01,612
cell01,613
cell01,613
cell01,613
cell01,613
cell01,613
cell01,613
cell01,614
cell01,614
cell01,614
cell01,614
cell01,615
cell01,615
cell01,616
cell01,616
cell01,616
cell01,616
cell01,616
cell01,617
cell01,618
cell01,618
cell01,618
cell01,618
cell01,619
cell01,619
cell01,620
cell01,620
cell01,620
cell01,621
cell01,621
cell01,621
cell01,621
cell01,622
cell01,622
cell01,623
cell01,623
cell01,623
cell01,624
cell01,624
cell01,624
cell01,624
cell01,625
cell01,625
cell01,626
cell01,626
cell01,626
cell01,627
cell01,628
cell01,628
cell01,629
cell01,629
cell01,629
cell01,629
cell01,630
cell01,630
cell01,630
cell01,630
cell01,630
cell01,630
cell01,630
cell01,631
cell01,631
cell01,631
cell01,633
cell01,633
cell01,633
cell01,633
cell01,634
cell01,634
cell01,635
cell01,636
cell01,636
cell01,636
cell01,637
cell01,637
cell01,637
cell01,638
cell01,638
cell01,638
cell01,638
cell01,639
cell01,639
cell01,639
cell01,639
cell01,639
cell01,639
cell01,640
cell01,640
cell01,641
cell01,642
cell01,642
cell01,643
cell01,644
cell01,644
cell01,645
cell01,645
cell01,645
cell01,645
cell01,646
cell01,646
cell01,647
cell01,647
cell01,648
cell01,648
cell01,648
cell01,649
cell01,649
cell01,649
cell01,649
cell01,650
cell01,651
cell01,651
cell01,652
cell01,652
cell01,652
cell01,652
cell01,653
cell01,653
cell01,655
cell01,655
cell01,655
cell01,656
cell01,656
cell01,657
cell01,657
cell01,658
cell01,659
cell01,660
cell01,664
cell01,664
cell01,664
cell01,664
cell01,665
cell01,665
cell01,665
cell01,665
cell01,665
cell01,666
cell01,666
cell01,666
cell01,666
cell01,666
cell01,666
cell01,667
cell01,667
cell01,667
cell01,668
cell01,669
cell01,669
cell01,669
cell01,669
cell01,671
cell01,671
cell01,671
cell01,671
cell01,672
cell01,672
cell01,672
cell01,672
cell01,673
cell01,673
cell01,674
cell01,674
cell01,674
cell01,674
cell01,675
cell01,675
cell01,676
cell01,677
cell01,677
cell01,677
cell01,678
cell01,679
cell01,679
cell01,679
cell01,679
cell01,680
cell01,681
cell01,681
cell01,681
cell01,681
cell01,681
cell01,682
cell01,683
cell01,683
cell01,683
cell01,683
cell01,684
cell01,684
cell01,685
cell01,685
cell01,685
cell01,686
cell01,686
cell01,687
cell01,687
cell01,687
cell01,687
cell01,687
cell01,688
cell01,689
cell01,689
cell01,689
cell01,689
cell01,689
cell01,690
cell01,690
cell01,691
cell01,691
cell01,692
cell01,692
cell01,693
cell01,693
cell01,693
cell01,694
cell01,695
cell01,695
cell01,695
cell01,695
cell01,695
cell01,696
cell01,696
cell01,697
cell01,697
cell01,697
cell01,698
cell01,698
cell01,698
cell01,698
cell01,699
cell01,700
cell01,700
cell01,700
cell01,701
cell01,702
cell01,702
cell01,703
cell01,704
cell01,704
cell01,704
cell01,705
cell01,705
cell01,706
cell01,706
cell01,707
cell01,708
cell01,708
cell01,708
cell01,709
cell01,709
cell01,710
cell01,710
cell01,710
cell01,710
cell01,712
cell01,712
cell01,713
cell01,714
cell01,714
cell01,714
cell01,715
cell01,715
cell01,715
cell01,716
cell01,717
cell01,718
cell01,718
cell01,718
cell01,719
cell01,719
cell01,719
cell01,719
cell01,720
cell01,720
cell01,720
cell01,721
cell01,722
cell01,722
cell01,722
cell01,722
cell01,723
cell01,723
cell01,724
cell01,724
cell01,724
cell01,725
cell01,725
cell01,725
cell01,726
cell01,726
cell01,726
cell01,726
cell01,726
cell01,727
cell01,727
cell01,727
cell01,727
cell01,727
cell01,728
cell01,728
cell01,728
cell01,728
cell01,729
cell01,729
cell01,729
cell01,730
cell01,731
cell01,731
cell01,731
cell01,731
cell01,731
cell01,731
cell01,732
cell01,733
cell01,733
cell01,733
cell01,733
cell01,733
cell01,734
cell01,734
cell01,734
cell01,735
cell01,735
cell01,735
cell01,736
cell01,736
cell01,736
cell01,737
cell01,737
cell01,737
cell01,737
cell01,738
cell01,738
cell01,738
cell01,739
cell01,739
cell01,739
cell01,739
cell01,740
cell01,740
cell01,740
cell01,740
cell01,741
cell01,743
cell01,743
cell01,744
cell01,744
cell01,745
cell01,745
cell01,746
cell01,746
cell01,748
cell01,748
cell01,749
cell01,749
cell01,750
cell01,750
cell01,750
cell01,751
cell01,751
cell01,752
cell01,752
cell01,753
cell01,753
cell01,753
cell01,754
cell01,754
cell01,754
cell01,754
cell01,755
cell01,756
cell01,756
cell01,756
cell01,757
cell01,758
cell01,758
cell01,758
cell01,759
cell01,760
cell01,760
cell01,761
cell01,761
cell01,761
cell01,762
cell01,762
cell01,762
cell01,763
cell01,763
cell01,763
cell01,764
cell01,764
cell01,764
cell01,765
cell01,766
cell01,766
cell01,766
cell01,767
cell01,767
cell01,767
cell01,768
cell01,768
cell01,768
cell01,769
cell01,769
cell01,770
cell01,770
cell01,770
cell02,6
cell02,7
cell02,8
cell02,14
cell02,14
cell02,15
cell02,21
cell02,24
cell02,24
cell02,24
cell02,24
cell02,25
cell02,25
cell02,25
cell02,26
cell02,27
cell02,27
cell02,27
cell02,27
cell02,27
cell02,27
cell02,28
cell02,28
cell02,29
cell02,29
cell02,29
cell02,30
cell02,30
cell02,31
cell02,31
cell02,32
cell02,32
cell02,34
cell02,34
cell02,34
cell02,35
cell02,35
cell02,35
cell02,35
cell02,35
cell02,35
cell02,36
cell02,36
cell02,36
cell02,36
cell02,36
cell02,38
cell02,38
cell02,39
cell02,40
cell02,40
cell02,40
cell02,40
cell02,41
cell02,41
cell02,41
cell02,42
cell02,43
cell02,43
cell02,43
cell02,44
cell02,44
cell02,44
cell02,44
cell02,44
cell02,45
cell02,45
cell02,45
cell02,45
cell02,45
cell02,45
cell02,45
cell02,46
cell02,47
cell02,47
cell02,48
cell02,49
cell02,49
cell02,49
cell02,49
cell02,50
cell02,50
cell02,51
cell02,52
cell02,52
cell02,52
cell02,53
cell02,53
cell02,53
cell02,54
cell02,55
cell02,56
cell02,56
cell02,56
cell02,57
cell02,57
cell02,58
cell02,58
cell02,58
cell02,58
cell02,58
cell02,59
cell02,59
cell02,59
cell02,60
cell02,61
cell02,61
cell02,62
cell02,62
cell02,63
cell02,63
cell02,63
cell02,63
cell02,63
cell02,63
cell02,63
cell02,63
cell02,65
cell02,65
cell02,66
cell02,67
cell02,67
cell02,67
cell02,67
cell02,68
cell02,68
cell02,70
cell02,70
cell02,70
cell02,71
cell02,72
cell02,72
cell02,72
cell02,72
cell02,72
cell02,72
cell02,73
cell02,73
cell02,73
cell02,74
cell02,74
cell02,74
cell02,75
cell02,75
cell02,75
cell02,75
cell02,75
cell02,76
cell02,77
cell02,78
cell02,78
cell02,79
cell02,79
cell02,80
cell02,81
cell02,81
cell02,81
cell02,82
cell02,82
cell02,82
cell02,84
cell02,86
cell02,87
cell02,87
cell02,87
cell02,88
cell02,90
cell02,90
cell02,90
cell02,90
cell02,91
cell02,91
cell02,91
cell02,92
cell02,92
cell02,93
cell02,93
cell02,94
cell02,94
cell02,94
cell02,94
cell02,94
cell02,94
cell02,95
cell02,96
cell02,96
cell02,97
cell02,97
cell02,97
cell02,97
cell02,97
cell02,98
cell02,98
cell02,98
cell02,98
cell02,98
cell02,99
cell02,99
cell02,100
cell02,101
cell02,101
cell02,102
cell02,102
cell02,103
cell02,103
cell02,103
cell02,103
cell02,104
cell02,104
cell02,105
cell02,107
cell02,108
cell02,108
cell02,109
cell02,109
cell02,109
cell02,109
cell02,109
cell02,110
cell02,110
cell02,110
cell02,111
cell02,111
cell02,111
cell02,112
cell02,112
cell02,113
cell02,113
cell02,113
cell02,113
cell02,114
cell02,114
cell02,115
cell02,115
cell02,115
cell02,116
cell02,117
cell02,118
cell02,119
cell02,120
cell02,121
cell02,121
cell02,121
cell02,123
cell02,123
cell02,123
cell02,123
cell02,125
cell02,125
cell02,126
cell02,126
cell02,126
cell02,126
cell02,127
cell02,127
cell02,128
cell02,128
cell02,128
cell02,129
cell02,129
cell02,129
cell02,131
cell02,132
cell02,132
cell02,132
cell02,132
cell02,132
cell02,133
cell02,134
cell02,134
cell02,134
cell02,134
cell02,135
cell02,135
cell02,136
cell02,136
cell02,137
cell02,137
cell02,137
cell02,138
cell02,138
cell02,138
cell02,138
cell02,138
cell02,138
cell02,138
cell02,138
cell02,139
cell02,140
cell02,140
cell02,140
cell02,140
cell02,141
cell02,141
cell02,142
cell02,142
cell02,142
cell02,143
cell02,143
cell02,144
cell02,144
cell02,144
cell02,144
cell02,144
cell02,146
cell02,146
cell02,148
cell02,149
cell02,149
cell02,150
cell02,150
cell02,151
cell02,151
cell02,151
cell02,151
cell02,152
cell02,152
cell02,153
cell02,153
cell02,153
cell02,154
cell02,154
cell02,154
cell02,154
cell02,154
cell02,154
cell02,154
cell02,154
cell02,155
cell02,156
cell02,156
cell02,156
cell02,157
cell02,157
cell02,160
cell02,160
cell02,160
cell02,161
cell02,161
cell02,161
cell02,161
cell02,162
cell02,162
cell02,162
cell02,162
cell02,162
cell02,163
cell02,163
cell02,163
cell02,164
cell02,164
cell02,164
cell02,165
cell02,165
cell02,165
cell02,166
cell02,166
cell02,167
cell02,167
cell02,167
cell02,167
cell02,168
cell02,169
cell02,170
cell02,170
cell02,171
cell02,171
cell02,172
cell02,173
cell02,174
cell02,174
cell02,175
cell02,175
cell02,176
cell02,176
cell02,176
cell02,176
cell02,177
cell02,178
cell02,178
cell02,179
cell02,179
cell02,179
cell02,179
cell02,180
cell02,180
cell02,180
cell02,180
cell02,181
cell02,181
cell02,181
cell02,181
cell02,182
cell02,182
cell02,182
cell02,182
cell02,183
cell02,183
cell02,183
cell02,183
cell02,183
cell02,184
cell02,184
cell02,184
cell02,184
cell02,184
cell02,185
cell02,185
cell02,185
cell02,185
cell02,186
cell02,187
cell02,187
cell02,187
cell02,187
cell02,188
cell02,188
cell02,188
cell02,188
cell02,188
