10.3389/fcell.2020.00477	Regulation of Neurogenesis by FGF Signaling and Neurogenin in the Invertebrate Chordate Ciona	Frontiers in Cell and Developmental Biol	Neurogenesis is a complex sequence of cellular processes and behaviors driven by the coordinated expression of conserved effectors. The bipolar tail neurons (BTNs) of Ciona develop according to a highly dynamic, yet highly stereotyped developmental program and
10.1371/journal.pone.0044448	Minimizing Manual Image Segmentation Turn-Around Time for Neuronal Reconstruction by Embracing Uncertainty	PLoS ONE	The ability to automatically segment an image into distinct regions is a critical aspect in many visual processing applications. Because inaccuracies often exist in automatic segmentation, manual segmentation is necessary in some application domains to correct
10.1093/cercor/bhn175	Two calretinin-positive GABAergic cell types in layer 2/3 of the mouse neocortex provide different forms of inhibition.	Cerebral Cortex	Calretinin (CR)-positive GABAergic (gamma-aminobutyric acidergic) interneurons have been suggested to target preferentially other GABAergic cells in the neocortex. To systematically study this cell population in the cortex, we generated transgenic mice that ex
10.1016/j.conb.2011.09.011	Synapse adhesion: a dynamic equilibrium conferring both stability and flexibility	Current Opinion in Neurobiology	Cell adhesion molecules linked to cytoskeleton generate stable cell-cell junctions. Cadherins provide a canonical example, but paradoxically, they participate in a multitude of transient and regulatable interactions. Their extracellular binding generates weak 
10.1101/2022.06.08.494952	Quantitative analysis of rabies virus-based synaptic connectivity tracing	bioRxiv	Monosynaptically restricted rabies viruses have been used for more than a decade for synaptic connectivity tracing. However, the verisimilitude of quantitative conclusions drawn from these experiments is largely unknown. The primary reason is the simple metric
10.1016/j.isci.2023.106835	The temporal pattern of synaptic activation determines the longevity of structural plasticity at dendritic spines	iScience	Summary Learning is thought to involve physiological and structural changes at individual synapses. Synaptic plasticity has predominantly been studied using regular stimulation patterns, but neuronal activity in the brain normally follows a Poisson distributio
10.1016/j.neuroimage.2011.05.025	A tutorial in connectome analysis: Topological and spatial features of brain networks	NeuroImage	High-throughput methods for yielding the set of connections in a neural system, the connectome, are now being developed. This tutorial describes ways to analyze the topological and spatial organizations of the connectome at the macroscopic level of connectivit
10.1038/ncomms10083	Cold-sensing regulates Drosophila growth through insulin-producing cells	Nature Communications	Across phyla, body size is linked to climate. For example, rearing fruit flies at lower temperatures results in bigger body sizes than those observed at higher temperatures. The underlying molecular basis of this effect is poorly understood. Here we provide ev
10.1152/jn.01054.2009	Composite modulatory feedforward loop contributes to the establishment of a network state.	Journal of Neurophysiology	Feedforward loops (FFLs) are one of many network motifs identified in a variety of complex networks, but their functional role in neural networks is not well understood. We provide evidence that combinatorial actions of multiple modulators may be organized as 
10.1016/j.cois.2019.06.009	To court or not to court - a multimodal sensory decision in Drosophila males.	Current Opinion in Insect Science	When Drosophila males encounter another fly, they have to make a rapid assessment to ensure the appropriate response: should they court, fight or pursue a different action entirely? Previous work has focused on the significance of sensory cues detected by the 
10.1371/journal.pcbi.1014615	Toward reliable machine learning models for neural circuit inference: A diagnostic study of CNNs on spike trains	PLoS Computational Biology	Understanding neuronal topology—how neurons are connected—is essential for uncovering neural computation principles and functional organization. However, accurately reconstructing such connectivity remains challenging due to the indirect nature of neural recor
10.1073/pnas.1222150110	Intrinsically photosensitive ganglion cells contribute to plasticity in retinal wave circuits	Proceedings of the National Academy of S	Correlated spontaneous activity in the developing nervous system is robust to perturbations in the circuits that generate it, suggesting that mechanisms exist to ensure its maintenance. We examine this phenomenon in the developing retina, where blockade of cho
10.1016/j.conb.2017.08.003	Dopaminergic dysfunction in neurodevelopmental disorders: recent advances and synergistic technologies to aid basic research	Current Opinion in Neurobiology	Neurodevelopmental disorders (NDDs) represent a diverse group of syndromes characterized by abnormal development of the central nervous system and whose symptomatology includes cognitive, emotional, sensory, and motor impairments. The identification of causati
10.1523/eneuro.0329-17.2018	Isoflurane Impairs Low-Frequency Feedback but Leaves High-Frequency Feedforward Connectivity Intact in the Fly Brain	eNeuro	Abstract Hierarchically organized brains communicate through feedforward (FF) and feedback (FB) pathways. In mammals, FF and FB are mediated by higher and lower frequencies during wakefulness. FB is preferentially impaired by general anesthetics in multiple ma
10.1113/jphysiol.2001.013133	Feedback inhibition in the inner plexiform layer underlies the surround‐mediated responses of AII amacrine cells in the mammalian retina	Journal of Physiology	Intracellular recordings were made from narrow‐field, bistratified AII amacrine cells in the isolated, superfused retina‐eyecup of the rabbit. Pharmacological agents were applied to neurons to dissect the synaptic pathways subserving AII cells so as to determi
10.1016/j.cell.2020.08.010	The Mind of a Mouse.	Cell	Large scientific projects in genomics and astronomy are influential not because they answer any single question but because they enable investigation of continuously arising new questions from the same data-rich sources. Advances in automated mapping of the br
10.3389/fnsyn.2025.1547948	A spatial model of autophosphorylation of CaMKII predicts that the lifetime of phospho-CaMKII after induction of synaptic plasticity is greatly prolon	Frontiers in Synaptic Neuroscience	Long-term potentiation (LTP) is a biochemical process that underlies learning in excitatory glutamatergic synapses in the Central Nervous System (CNS). A critical early driver of LTP is autophosphorylation of the abundant postsynaptic enzyme, Ca2+/calmodulin-d
10.1016/j.cobeha.2016.01.012	Neurocomputational Models of Interval and Pattern Timing	Current Opinion in Behavioral Sciences	Most of the computations and tasks performed by the brain require the ability to tell time, and process and generate temporal patterns. Thus, there is a diverse set of neural mechanisms in place to allow the brain to tell time across a wide range of scales: fr
10.1038/s41598-022-15438-6	In-resin CLEM of Epon-embedded cells using proximity labeling	Scientific Reports	Biotin ligases have been developed as proximity biotinylation enzymes for analyses of the interactome. However, there has been no report on the application of proximity labeling for in-resin correlative light-electron microscopy of Epon-embedded cells. In this
10.1007/s10863-018-9779-3	Strength in Diversity: Functional diversity among olfactory neurons of the same type	Journal of Bioenergetics and Biomembrane	Most animals depend upon olfaction to find food, mates, and to avoid predators. An animal’s olfactory circuit helps it sense its olfactory environment and generate critical behavioral responses. The general architecture of the olfactory circuit, which is conse
10.1038/s41467-020-16287-5	Large-scale electron microscopy database for human type 1 diabetes	Nature Communications	Autoimmune β-cell destruction leads to type 1 diabetes, but the pathophysiological mechanisms remain unclear. To help address this void, we created an open-access online repository, unprecedented in its size, composed of large-scale electron microscopy images 
10.1016/j.brainresbull.2017.05.003	Control of astrocyte morphology by Rho GTPases.	Brain Research Bulletin	Astrocytes modulate and support neuronal and synapse function via numerous mechanisms that often rely on diffusion of signalling molecules, ions or metabolites through extracellular space. As a consequence, the spatial arrangement and the distance between astr
10.1016/j.neubiorev.2018.03.001	Rewiring the connectome: Evidence and effects	Neuroscience and Biobehavioral Reviews	HIGHLIGHTSRewiring is a plasticity mechanism that alters connectivity between neurons.Evidence for rewiring has been difficult to obtain.New evidence indicates that local circuitry is rewired during learning.Harnessing rewiring offers new ways to treat psychia
10.1038/s41556-023-01110-2	Co-option of epidermal cells enables touch sensing	Nature Cell Biology	Mangione et al. report that sensory bristles co-opt neighbouring epidermal cells, which adopt a special morphology and contribute to touch sensing in Drosophila . The epidermis is equipped with specialized mechanosensory organs that enable the detection of tac
10.1038/s42003-021-01699-w	DeepACSON automated segmentation of white matter in 3D electron microscopy	Communications Biology	Tracing the entirety of ultrastructures in large three-dimensional electron microscopy (3D-EM) images of the brain tissue requires automated segmentation techniques. Current segmentation techniques use deep convolutional neural networks (DCNNs) and rely on hig
10.1093/cercor/bhs275	Functional regeneration of the ex-vivo reconstructed mesocorticolimbic dopaminergic system.	Cerebral Cortex	CNS reparative-medicine therapeutic strategies need answers on the putative recapitulation of the basic rules leading to mammalian CNS development. To achieve this aim, we focus on the regeneration of functional connections in the mesocorticolimbic dopaminergi
10.1007/978-3-030-58595-2_18	PatchPerPix for Instance Segmentation	Lecture Notes in Computer Science	
10.1101/866251	Oxytocin Shapes Spontaneous Activity Patterns in the Developing Visual Cortex by Activating Somatostatin Interneurons	bioRxiv	Spontaneous network activity shapes emerging neuronal circuits during early brain development, however how neuromodulation influences this activity is not fully understood. Here, we report that the neuromodulator oxytocin powerfully shapes spontaneous activity
10.1101/2021.01.19.427241	Architecture of the Neuro-Glia-Vascular System	bioRxiv	Astrocytes connect the vasculature to neurons and mediate the supply of nutrients and biochemicals. They also remove metabolites from the neurons and extracellular environment. They are involved in a growing number of physiological and pathophysiological proce
10.1534/g3.118.200158	Rapid Integration of Multi-copy Transgenes Using Optogenetic Mutagenesis in Caenorhabditis elegans	G3: Genes, Genomes, Genetics	Stably transmitted transgenes are indispensable for labeling cellular components and manipulating cellular functions. In Caenorhabditis elegans, transgenes are generally generated as inheritable multi-copy extrachromosomal arrays, which can be stabilized in th
10.1007/978-3-319-46448-0_9	SSHMT: Semi-supervised Hierarchical Merge Tree for Electron Microscopy Image Segmentation	Lecture Notes in Computer Science	
10.1016/j.conb.2020.07.006	Learning-dependent neuronal activity across the larval zebrafish brain	Current Opinion in Neurobiology	Learning changes the activity of neurons across multiple brain regions, but the significance of this distributed organization remains poorly understood, owing in part to the difficulty of observing brain-wide activity patterns in commonly used mammalian model 
