10.3389/fnhum.2013.00918	Allocating structure to function: the strong links between neuroplasticity and natural selection	Frontiers in Human Neuroscience	A central question in brain evolution is how species-typical behaviors, and the neural function-structure mappings supporting them, can be acquired and inherited. Advocates of brain modularity, in its different incarnations across scientific subfields, argue t
10.1016/j.pneurobio.2005.02.003	Molecular mechanisms of dendritic spine development and remodeling.	Progress in neurobiology	Dendritic spines are small protrusions that cover the surface of dendrites and bear the postsynaptic component of excitatory synapses. Having an enlarged head connected to the dendrite by a narrow neck, dendritic spines provide a postsynaptic biochemical compa
10.3389/fphys.2012.00123	The Conundrum of Functional Brain Networks: Small-World Efficiency or Fractal Modularity	Front. Physio.	The human brain has been studied at multiple scales, from neurons, circuits, areas with well-defined anatomical and functional boundaries, to large-scale functional networks which mediate coherent cognition. In a recent work, we addressed the problem of the hi
10.3389/fninf.2019.00071	Large-Scale Simulation of a Layered Cortical Sheet of Spiking Network Model Using a Tile Partitioning Method	Front. Neuroinform.	One of the grand challenges for computational neuroscience and high-performance computing is computer simulation of a human-scale whole brain model with spiking neurons and synaptic plasticity using supercomputers. To achieve such a simulation, the target netw
10.1038/nrn2391	A technicolour approach to the connectome	Nature Reviews Neuroscience	A central aim of neuroscience is to map neural circuits, in order to learn how they account for mental activities and behaviours and how alterations in them lead to neurological and psychiatric disorders. However, the methods that are currently available for v
10.1371/journal.pbio.0020163	Functional Fluorescent Ca2+ Indicator Proteins in Transgenic Mice under TET Control	PLoS Biology	Genetically encoded fluorescent calcium indicator proteins (FCIPs) are promising tools to study calcium dynamics in many activity-dependent molecular and cellular processes. Great hopes—for the measurement of population activity, in particular—have therefore b
10.1016/j.conb.2014.02.001	The receptive field is dead. Long live the receptive field?	Current Opinion in Neurobiology	Advances in experimental techniques, including behavioral paradigms using rich stimuli under closed loop conditions and the interfacing of neural systems with external inputs and outputs, reveal complex dynamics in the neural code and require a revisiting of s
10.1152/jn.01170.2003	Characterization of neocortical principal cells and interneurons by network interactions and extracellular features.	Journal of Neurophysiology	Most neuronal interactions in the cortex occur within local circuits. Because principal cells and GABAergic interneurons contribute differently to cortical operations, their experimental identification and separation is of utmost important. We used 64-site two
10.1007/s00429-021-02327-3	Coherence and cognition in the cortex: the fundamental role of parvalbumin, myelin, and the perineuronal net	Brain Structure and Function	The calcium binding protein parvalbumin is expressed in interneurons of two main morphologies, the basket and chandelier cells, which target perisomatic domains on principal cells and are extensively interconnected in laminar networks by synapses and gap junct
10.1016/j.celrep.2026.117553	Glia-released serotonin drives nose touch responses in Caenorhabditis elegans.	Cell Reports	Touch is essential for survival, guiding interactions with the environment and forming the basis of social and emotional connection. While touch perception is mediated by mechanoreceptors composed of neurons and glia, the role of glia in mechanosensation remai
10.1073/pnas.0913384107	Fear and safety learning differentially affect synapse size and dendritic translation in the lateral amygdala	Proceedings of the National Academy of S	Fear learning is associated with changes in synapse strength in the lateral amygdala (LA). To examine changes in LA dendritic spine structure with learning, we used serial electron microscopy to re-construct dendrites after either fear or safety conditioning. 
10.1016/j.cell.2020.04.007	The Allen Mouse Brain Common Coordinate Framework: A 3D Reference Atlas	Cell	Summary Recent large-scale international collaborations are generating major surveys of cell types and connections in the mouse brain, collecting large amounts of data across modalities, spatial scales, and brain areas. Successful integration of these data req
10.3389/fnana.2022.906090	Anatomical and Functional Differences in the Sex-Shared Neurons of the Nematode C. elegans	Frontiers in Neuroanatomy	Studies on sexual dimorphism in the structure and function of the nervous system have been pivotal to understanding sex differences in behavior. Such studies, especially on invertebrates, have shown the importance of neurons specific to one sex (sex-specific n
10.1002/glia.24582	Astrocyte coverage of excitatory synapses correlates to measures of synapse structure and function in ferret primary visual cortex	Glia	Most excitatory synapses in the mammalian brain are contacted or ensheathed by astrocyte processes, forming tripartite synapses. Astrocytes are thought to be critical regulators of the structural and functional dynamics of synapses. While the degree of synapti
10.1101/2025.07.02.662847	MoMo - Combining Neuron Morphology and Connectivity for Interactive Motif Analysis in Connectomes	bioRxiv	Connectomics, a subfield of neuroscience, reconstructs structural and functional brain maps at synapse-level resolution. These complex spatial maps consist of tree-like neurons interconnected by synapses. Motif analysis is a widely used method for identifying 
10.7554/elife.102840	Automatic and accurate reconstruction of long-range axonal projections of single-neuron in mouse brain	eLife	Single-neuron axonal projections reveal the route map of neuron output and provide a key cue for understanding how information flows across the brain. Reconstruction of single-neuron axonal projections requires intensive manual operations in tens of terabytes 
10.1016/j.cub.2013.09.056	An octopamine-mushroom body circuit modulates the formation of anesthesia-resistant memory in Drosophila.	Current Biology	Background Drosophila olfactory aversive conditioning produces two components of intermediate-term memory: anesthesia-sensitive memory (ASM) and anesthesia-resistant memory (ARM). Recently, the anterior paired lateral (APL) neuron innervating the whole mushroo
10.64898/2025.12.13.694073	Satellite microglia gate neuronal excitability by shielding inhibitory synapses in adult brain	bioRxiv	Microglia, the primary immune cells of the central nervous system, are known for sculpting excitatory neural circuits via dynamic processes. However, their role in modulating inhibitory synaptic connections in adulthood remains largely unexplored. In this stud
10.1523/jneurosci.07-12-04115.1987	Dopaminergic innervation of A II amacrine cells in mammalian retina	Journal of Neuroscience	Dopaminergic amacrine cells were stained in cat, rat, and rabbit retina using an antibody against tyrosine hydroxylase (TH). Following intraocular injection of DAPI (4,6,diamidino-2-phenylindole), subsequent retinal whole-mount preparations revealed that the d
10.1016/j.celrep.2023.113390	Layers of inhibitory networks shape receptive field properties of AII amacrine cells	Cell Reports	SUMMARY In the retina, rod and cone pathways mediate visual signals over a billion-fold range in luminance. AII (“A-two”) amacrine cells (ACs) receive signals from both pathways via different bipolar cells, enabling AIIs to operate at night and during the day.
10.1038/s41467-020-14529-0	An interactive ImageJ plugin for semi-automated image denoising in electron microscopy	Nature Communications	The recent advent of 3D in electron microscopy (EM) has allowed for detection of nanometer resolution structures. This has caused an explosion in dataset size, necessitating the development of automated workflows. Moreover, large 3D EM datasets typically requi
10.1007/s00359-023-01625-x	Parallel motion vision pathways in the brain of a tropical bee	bioRxiv	Spatial orientation is a prerequisite for most behaviors. In insects, the underlying neural computations take place in the central complex (CX), the brain’s navigational center. In this region different streams of sensory information converge to enable context
10.1101/2022.05.24.492551	Flexible specificity of memory in Drosophila depends on a comparison between choices	bioRxiv	Memory guides behavior across widely varying environments and must therefore be both sufficiently specific and general. A memory too specific will be useless in even a slightly different environment, while an overly general memory may lead to suboptimal choice
10.1016/j.cell.2017.12.018	Color Processing in the Early Visual System of Drosophila.	Cell	Color vision extracts spectral information by comparing signals from photoreceptors with different visual pigments. Such comparisons are encoded by color-opponent neurons that are excited at one wavelength and inhibited at another. Here, we examine the circuit
10.1016/j.micron.2017.10.006	Electron tomography of whole cultured cells using novel transmission electron imaging technique.	Micron	Since a three-dimensional (3D) cellular ultrastructure is significant for biological functions, it has been investigated using various electron microscopic techniques. Although transmission electron microscopy (TEM)-based techniques are traditionally used, cel
10.1007/s10571-020-01008-9	Mitochondria-ER Tethering in Neurodegenerative Diseases	Cellular and molecular neurobiology	Organelles juxtaposition has been detected for decades, although only recently gained importance due to a pivotal role in the regulation of cellular processes dependent on membrane contact sites. Endoplasmic reticulum (ER) and mitochondria interaction is a pri
10.1371/journal.pcbi.1010864	A linear discriminant analysis model of imbalanced associative learning in the mushroom body compartment	bioRxiv	To adapt to their environments, animals learn associations between sensory stimuli and unconditioned stimuli. In invertebrates, olfactory associative learning primarily occurs in the mushroom body, which is segregated into separate compartments. Within each co
10.1016/j.tins.2013.11.001	Molecular Neuroanatomy: A Generation of Progress	Trends in Neurosciences	The neuroscience research landscape has changed dramatically over the past decade. An impressive array of neuroscience tools and technologies have been generated, including brain gene expression atlases, genetically encoded proteins to monitor and manipulate n
10.1007/978-0-387-77232-5_1	Diversity in Synapse Structure and Composition	Structural And Functional Organization O	
10.1126/science.adk4858	A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution	Science	To fully understand how the human brain works, knowledge of its structure at high resolution is needed. Presented here is a computationally intensive reconstruction of the ultrastructure of a cubic millimeter of human temporal cortex that was surgically remove
10.7554/elife.25916	Enhanced FIB-SEM systems for large-volume 3D imaging	eLife	Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) can automatically generate 3D images with superior z-axis resolution, yielding data that needs minimal image registration and related post-processing. Obstacles blocking wider adoption of FIB-SEM include 
10.1016/j.chembiol.2016.10.006	Multicolor electron microscopy for simultaneous visualization of multiple molecular species	Cell Chemical Biology	Summary Electron microscopy (EM) remains the primary method for imaging cellular and tissue ultrastructure, although simultaneous localization of multiple specific molecules continues to be a challenge for EM. We present a method for obtaining multicolor EM vi
10.7554/elife.34997	Functionally asymmetric motor neurons contribute to coordinating locomotion of Caenorhabditis elegans	eLife	Locomotion circuits developed in simple animals, and circuit motifs further evolved in higher animals. To understand locomotion circuit motifs, they must be characterized in many models. The nematode Caenorhabditis elegans possesses one of the best-studied cir
10.1039/c7sc03306k	3D chemical imaging of the brain using quantitative IR spectro-microscopy	Chemical Science	Here, we introduce a unique high-throughput infrared (IR) microscopy method that combines automated image correction and subsequent spectral data analysis for 3D-IR image reconstruction.
10.1038/d41586-024-03029-6	A complete wiring diagram of the fruit-fly brain	Nature	
10.1016/j.neuron.2015.10.009	Origin and Function of Tuning Diversity in Macaque Visual Cortex	Neuron	SUMMARY Neurons in visual cortex vary in their orientation selectivity. We measured responses of V1 and V2 cells to orientation mixtures and fit them with a model whose stimulus selectivity arises from the combined effects of filtering, suppression, and respon
10.3389/fneur.2022.937054	Monosynaptic targets of utricular afferents in the larval zebrafish	Frontiers in Neurology	The larval zebrafish acquires a repertoire of vestibular-driven behaviors that aid survival early in development. These behaviors rely mostly on the utricular otolith, which senses inertial (tilt and translational) head movements. We previously characterized t
10.3389/fninf.2016.00011	Brain-Wide Mapping of Axonal Connections: Workflow for Automated Detection and Spatial Analysis of Labeling in Microscopic Sections	Front. Neuroinform.	Axonal tracing techniques are powerful tools for exploring the structural organization of neuronal connections. Tracers such as biotinylated dextran amine (BDA) and Phaseolus vulgaris leucoagglutinin (Pha-L) allow brain-wide mapping of connections through anal
10.1534/genetics.117.202127	A Neurotransmitter Atlas of the Caenorhabditis elegans Male Nervous System Reveals Sexually Dimorphic Neurotransmitter Usage	Genetics	Abstract In this study, Serrano-Saiz et al. map the neurotransmitter identity of neurons in the Caenorhabditis elegans male nervous system, thereby providing... The nervous system of most animals is sexually dimorphic but such dimorphisms are generally poorly 
10.3389/fevo.2025.1603824	Brain development in a facultatively social allodapine bee aligns with caste, but not group living	Frontiers in Ecology and Evolution	The ‘social brain hypothesis’ proposes that brain development (particularly primates) is driven by social complexity, more than group size. Yet, small insects with minute brains are capable of the most complex social organization in animals - which warrants fu
10.3389/fnana.2024.1348032	Unambiguous identification of asymmetric and symmetric synapses using volume electron microscopy	Frontiers in Neuroanatomy	The brain contains thousands of millions of synapses, exhibiting diverse structural, molecular, and functional characteristics. However, synapses can be classified into two primary morphological types: Gray’s type I and type II, corresponding to Colonnier’s as
10.1038/s41598-018-23471-7	Adaptive nodes enrich nonlinear cooperative learning beyond traditional adaptation by links	Scientific Reports	Physical models typically assume time-independent interactions, whereas neural networks and machine learning incorporate interactions that function as adjustable parameters. Here we demonstrate a new type of abundant cooperative nonlinear dynamics where learni
10.1016/j.neuroscience.2008.03.074	Morphological evidence for vesicular glutamate release from astrocytes.	Neuroscience	There is now growing evidence that astrocytes, like neurons, can release transmitters. One transmitter that in a vast number of studies has been shown to be released from astrocytes is glutamate. Although asytrocytic glutamate may be released by several mechan
10.1371/journal.pone.0303955	Drosophila larvae form appetitive and aversive associative memory in response to thermal conditioning	PLoS ONE	Organisms have evolved the ability to detect, process, and respond to many different surrounding stimuli in order to successfully navigate their environments. Sensory experiences can also be stored and referenced in the form of memory. The Drosophila larva is 
10.1002/cne.23201	Characterization of small‐field bistratified amacrine cells in macaque retina labeled by antibodies against synaptotagmin‐2	The Journal of comparative neurology	Abstract Macaque retinae were immunostained with monoclonal antibodies directed against the protein synaptotagmin‐2 (Syt2). Syt2 was localized in a population of small‐field amacrine cells, whose cell bodies formed a regular mosaic within the inner nuclear lay
10.1242/dev.123851	Development and function of human cerebral cortex neural networks from pluripotent stem cells in vitro	Development	A key aspect of nervous system development, including that of the cerebral cortex, is the formation of higher-order neural networks. Developing neural networks undergo several phases with distinct activity patterns in vivo, which are thought to prune and fine-
10.1523/jneurosci.2930-16.2016	Toward Whole-Body Connectomics	Journal of Neuroscience	Recent advances in neuro-technologies have revolutionized knowledge of brain structure and functions. Governments and private organizations worldwide have initiated several large-scale brain connectome projects, to further understand how the brain works at the
10.1038/s41467-023-41547-5	Activity-dependent organization of prefrontal hub-networks for associative learning and signal transformation	Nature Communications	Associative learning is crucial for adapting to environmental changes. Interactions among neuronal populations involving the dorso-medial prefrontal cortex (dmPFC) are proposed to regulate associative learning, but how these neuronal populations store and proc
10.1016/j.conb.2023.102774	Multilevel visuomotor control of locomotion in Drosophila.	Current Opinion in Neurobiology	Vision is critical for the control of locomotion, but the underlying neural mechanisms by which visuomotor circuits contribute to the movement of the body through space are yet not well understood. Locomotion engages multiple control systems, forming distinct 
10.1016/j.neuron.2013.05.022	Optogenetic Inhibition of Synaptic Release with Chromophore-Assisted Light Inactivation (CALI)	Neuron	SUMMARY Optogenetic techniques provide effective ways of manipulating the functions of selected neurons with light. In the current study, we engineered an optogenetic technique that directly inhibits neurotransmitter release. We used a genetically encoded sing
10.1371/journal.pbio.3002947	Cortical direction selectivity increases from the input to the output layers of visual cortex	PLoS Biology	Sensitivity to motion direction is a feature of visual neurons that is essential for motion perception. Recent studies have suggested that direction selectivity is re-established at multiple stages throughout the visual hierarchy, which contradicts the traditi
10.1101/2020.04.23.037242	Cellular Expression and Functional Roles of All 26 Neurotransmitter GPCRs in the C. elegans Egg-Laying Circuit	Journal of Neuroscience	Maps of the synapses made and neurotransmitters released by all neurons in model systems, such as Caenorhabditis elegans have left still unresolved how neural circuits integrate and respond to neurotransmitter signals. Using the egg-laying circuit of C. elegan
10.1007/s00441-014-2038-y	Quantitative immunocytochemistry at the ultrastructural level: a stereology-based approach to molecular nanomorphomics	Cell and Tissue Research	Biological systems span multiple levels of structural organisation from the macroscopic, via the microscopic, to the nanoscale. Therefore, comprehensive investigation of systems biology requires application of imaging modalities that reveal structure at multip
10.1016/j.devcel.2024.03.004	Spatial patterning controls neuron numbers in the Drosophila visual system	Developmental Cell	Summary Neurons must be made in the correct proportions to communicate with the appropriate synaptic partners and form functional circuits. In the Drosophila visual system, multiple subtypes of Distal medulla (Dm) inhibitory interneurons are made in distinct, 
10.1002/cne.23682	Synaptic connections of first‐stage visual neurons in the locust Schistocerca gregaria extend evolution of tetrad synapses back 200 million years	The Journal of comparative neurology	ABSTRACT The small size of some insects, and the crystalline regularity of their eyes, have made them ideal for large‐scale reconstructions of visual circuits. In phylogenetically recent muscomorph flies, like Drosophila , precisely coordinated output to diffe
10.1101/394403	Neural circuit basis of aversive odour processing in Drosophila from sensory input to descending output		Evolution has shaped nervous systems to produce stereotyped behavioural responses to ethologically relevant stimuli. For example when laying eggs, female Drosophila avoid geosmin, an odorant produced by toxic moulds. Here we identify second, third, and fourth 
10.1017/s1431927621011958	Preparation of Samples for Large-Scale Automated Electron Microscopy of Tissue and Cell Ultrastructure	Microscopy and Microanalysis	Abstract Manual selection of targets in experimental or diagnostic samples by transmission electron microscopy (TEM), based on single overview and detail micrographs, has been time-consuming and susceptible to bias. Substantial information and throughput gain 
10.1073/pnas.0914594107	Circuit topology for synchronizing neurons in spontaneously active networks	Proceedings of the National Academy of S	Spike synchronization underlies information processing and storage in the brain. But how can neurons synchronize in a noisy network? By exploiting a high-speed (500–2,000 fps) multineuron imaging technique and a large-scale synapse mapping method, we directly 
