segment_id,volume_um3,has_soma,touches_boundary
500560,0.0197,0,0
500561,96.0931,0,0
500562,4.0106,0,0
500563,0.0731,0,1
500564,497.5295,1,0
500565,1.8527,0,0
500566,88.7455,0,0
500567,296.9432,1,1
500568,0.2146,0,0
500569,0.1024,0,0
500570,4.4355,0,0
500571,11.6771,0,0
500572,1.5175,0,0
500573,0.0332,0,1
500574,355.7670,1,0
500575,0.0832,0,0
500576,61.3133,0,0
500577,1.8774,0,1
500578,4.4303,0,0
500579,1.6716,0,0
500580,86.0132,0,1
500581,1.1834,0,0
500582,0.0914,0,1
500583,6.6876,0,1
500584,1.3947,0,0
500585,0.0676,0,1
500586,201.3449,1,0
500587,34.0849,0,0
500588,0.0997,0,0
500589,0.2946,0,0
500590,0.0114,0,0
500591,0.0646,0,1
500592,0.0507,0,1
500593,94.1584,0,1
500594,0.0728,0,1
500595,0.0449,0,0
500596,0.1290,0,0
500597,766.2283,1,0
500598,0.0296,0,0
500599,10.7943,0,1
500600,0.0438,0,0
500601,5.1878,0,0
500602,0.0222,0,0
500603,0.0151,0,1
500604,0.1297,0,0
500605,202.5054,1,1
500606,1.6268,0,0
500607,751.1784,1,0
500608,63.7952,0,1
500609,548.2655,1,0
500610,1.5352,0,1
500611,12.7236,0,1
500612,0.2205,0,0
500613,393.0107,1,0
500614,0.3633,0,1
500615,1.3046,0,0
500616,3.4753,0,1
500617,0.0984,0,0
500618,0.0543,0,0
500619,2.1086,0,0
500620,0.1103,0,1
500621,2.0624,0,0
500622,1483.7590,1,0
500623,0.0161,0,1
500624,1.5837,0,0
500625,15.2221,0,1
500626,0.0247,0,0
500627,1452.2710,1,0
500628,67.3421,0,0
500629,10.2257,0,0
500630,0.0458,0,0
500631,33.4803,0,0
500632,2.9904,0,0
500633,530.3403,1,1
500634,0.0899,0,0
500635,0.0307,0,0
500636,16.7992,0,1
500637,461.5359,1,1
500638,88.5132,0,0
500639,455.1681,1,1
500640,84.4615,0,0
500641,0.3849,0,0
500642,22.9257,0,1
500643,0.1217,0,0
500644,0.5775,0,0
500645,6.1192,0,0
500646,32.1328,0,0
500647,83.3700,0,0
500648,0.2152,0,1
500649,0.0179,0,0
500650,11.5579,0,0
500651,8.2733,0,0
500652,0.0216,0,0
500653,2.4110,0,0
500654,2.1790,0,0
500655,829.4641,1,0
500656,0.4259,0,0
500657,80.8236,0,0
500658,14.8108,0,0
500659,1.3001,0,1
500660,0.3085,0,0
500661,546.3777,1,0
500662,6.9776,0,1
500663,13.2937,0,0
500664,0.0649,0,0
500665,0.0199,0,0
500666,0.0101,0,0
500667,30.0627,0,0
500668,17.3114,0,1
500669,3.6315,0,0
500670,41.3969,0,0
500671,75.5420,0,0
500672,9.6822,0,0
500673,2.1948,0,0
500674,0.3820,0,0
500675,1.4869,0,1
500676,971.8870,1,0
500677,0.1443,0,1
500678,6.2434,0,1
500679,309.4415,1,0
500680,283.3397,1,0
500681,2.1351,0,0
500682,2.4070,0,0
500683,239.3784,1,0
500684,0.3765,0,1
500685,8.1337,0,1
500686,0.1873,0,0
500687,57.6053,0,1
500688,0.5957,0,0
500689,6.5297,0,1
500690,474.5112,1,1
500691,3.9224,0,0
500692,0.0123,0,1
500693,0.0624,0,0
500694,0.7517,0,0
500695,0.2527,0,1
500696,15.9006,0,1
500697,1.2792,0,0
500698,23.8698,0,0
500699,0.0742,0,1
500700,0.0122,0,0
500701,2.3149,0,1
500702,53.2397,0,0
500703,0.0160,0,0
500704,775.6928,1,0
500705,5.0397,0,1
500706,1572.4004,1,0
500707,0.2555,0,0
500708,0.0102,0,0
500709,7.1896,0,0
500710,268.2272,1,0
500711,289.9216,1,0
500712,370.0624,1,1
500713,0.0242,0,0
500714,13.3121,0,0
500715,0.0160,0,1
500716,597.2252,1,0
500717,0.0535,0,1
500718,272.2486,1,0
500719,0.0508,0,1
500720,48.5692,0,0
500721,53.2701,0,0
500722,1.9568,0,0
500723,23.2573,0,0
500724,0.1501,0,1
500725,307.6629,1,1
500726,1.2327,0,1
500727,0.0930,0,1
500728,1.5093,0,0
500729,311.7633,1,0
500730,451.1449,1,0
500731,5.4731,0,0
500732,2.9813,0,0
500733,506.4403,1,1
500734,465.8239,1,0
500735,581.8125,1,1
500736,0.2385,0,0
500737,483.4253,1,0
500738,263.3119,1,0
500739,6.2880,0,0
500740,0.0226,0,0
500741,0.2431,0,0
500742,0.1463,0,0
500743,300.8832,1,0
500744,0.3950,0,0
500745,9.4056,0,0
500746,1004.7615,1,1
500747,66.0690,0,1
500748,0.0392,0,0
500749,41.8414,0,0
500750,24.9051,0,1
500751,1.7062,0,0
500752,1.4053,0,1
500753,3.7540,0,0
500754,994.7265,1,1
500755,0.0128,0,0
500756,38.4634,0,1
500757,9.3183,0,1
500758,1.0527,0,0
500759,10.0249,0,0
500760,65.8123,0,0
500761,0.0975,0,0
500762,58.6995,0,0
500763,0.1533,0,1
500764,48.7503,0,0
500765,210.2593,1,0
500766,0.5361,0,0
500767,6.0408,0,0
500768,0.0669,0,0
500769,5.8083,0,0
500770,14.1266,0,0
500771,408.4483,1,0
500772,0.1988,0,1
500773,0.0350,0,0
500774,38.1354,0,1
500775,0.0109,0,1
500776,96.0384,0,0
500777,1165.6044,1,0
500778,0.1201,0,1
500779,450.8146,1,0
500780,249.5681,1,1
500781,5.0420,0,1
500782,85.3499,0,1
500783,1091.7094,1,0
500784,13.5202,0,0
500785,1.5911,0,1
500786,208.6180,1,0
500787,63.9162,0,0
500788,3.5974,0,0
500789,0.4551,0,0
500790,21.0043,0,1
500791,0.3599,0,0
500792,4.3921,0,0
500793,0.0274,0,0
500794,0.2535,0,0
500795,83.0343,0,0
500796,0.2023,0,1
500797,41.4233,0,0
500798,0.6166,0,0
500799,54.5902,0,0
500800,706.9544,1,0
500801,0.0379,0,1
500802,0.0203,0,0
500803,0.1042,0,1
500804,24.6798,0,0
500805,4.4806,0,1
500806,10.2029,0,0
500807,0.0125,0,0
500808,46.0198,0,1
500809,0.5172,0,0
500810,0.0476,0,0
500811,1.4041,0,0
500812,390.1697,1,0
500813,81.6825,0,0
500814,94.7364,0,0
500815,0.4533,0,1
500816,90.8616,0,0
500817,284.0107,1,0
500818,34.5809,0,0
500819,7.2424,0,0
500820,0.4569,0,1
500821,2.4609,0,1
500822,0.0329,0,1
500823,0.1797,0,1
500824,263.8735,1,0
500825,14.3052,0,0
500826,0.2792,0,0
500827,0.1303,0,0
500828,0.0148,0,0
500829,0.7200,0,0
500830,16.8230,0,0
500831,432.6251,1,0
500832,21.9175,0,0
500833,259.3308,1,0
500834,0.3690,0,0
500835,613.0593,1,0
500836,0.1631,0,0
500837,91.7433,0,0
500838,1.7171,0,0
500839,599.7204,1,0
500840,370.9664,1,0
500841,90.7581,0,0
500842,27.4464,0,0
500843,0.0414,0,0
500844,267.2170,1,1
500845,17.7863,0,0
500846,2.3799,0,0
500847,1089.2631,1,0
500848,7.2137,0,1
500849,0.1052,0,1
500850,0.6039,0,0
500851,0.2599,0,0
500852,0.0987,0,1
500853,0.3232,0,0
500854,4.8648,0,1
500855,0.0481,0,0
500856,16.8401,0,0
500857,1092.1107,1,0
500858,3.8215,0,0
500859,0.0595,0,1
500860,0.0632,0,0
500861,29.1897,0,0
500862,7.9029,0,0
500863,0.0910,0,0
500864,0.1258,0,0
500865,0.0758,0,1
500866,0.3706,0,0
500867,60.5688,0,0
500868,356.8543,1,0
500869,0.0412,0,0
500870,7.6248,0,0
500871,11.7632,0,0
500872,0.6823,0,0
500873,1.0996,0,0
500874,1.1102,0,1
500875,0.7443,0,0
500876,1.0366,0,0
500877,1.3427,0,0
500878,45.5479,0,0
500879,0.0352,0,0
500880,568.5417,1,0
500881,0.0148,0,0
500882,727.5640,1,1
500883,0.0106,0,1
500884,461.7807,1,0
500885,429.3877,1,0
500886,93.5583,0,0
500887,0.1207,0,1
500888,20.9048,0,0
500889,0.5631,0,1
500890,299.4605,1,1
500891,26.0856,0,1
500892,0.1197,0,0
500893,69.9447,0,0
500894,0.0400,0,0
500895,65.8854,0,0
500896,25.5157,0,0
500897,64.7690,0,0
500898,85.6481,0,1
500899,32.1736,0,0
500900,792.8276,1,1
500901,0.0699,0,0
500902,33.4903,0,0
500903,0.1443,0,0
500904,31.9441,0,1
500905,6.4523,0,0
500906,0.2716,0,0
500907,1.2344,0,0
500908,10.1065,0,0
500909,519.2375,1,0
500910,1.7863,0,0
500911,49.1796,0,0
500912,1.1493,0,0
500913,0.0709,0,0
500914,1.7671,0,1
500915,10.3557,0,0
500916,695.8715,1,0
500917,0.1460,0,1
500918,0.0470,0,0
500919,1495.9134,1,1
500920,601.4585,1,0
500921,0.0150,0,1
500922,1.2266,0,0
500923,40.4373,0,0
500924,1.3609,0,1
500925,309.2359,1,0
500926,11.1774,0,1
500927,2.0154,0,1
500928,0.6366,0,0
500929,0.0181,0,0
500930,956.8000,1,0
500931,3.3768,0,0
500932,1.3480,0,0
500933,0.7020,0,0
500934,8.4361,0,1
500935,1315.6384,1,1
500936,1.0911,0,1
500937,4.1079,0,0
500938,1.1377,0,1
500939,58.5981,0,1
500940,0.0113,0,0
500941,1.8597,0,1
500942,11.6578,0,1
500943,7.4953,0,0
500944,4.5932,0,0
500945,0.0665,0,0
500946,0.0361,0,1
500947,757.6745,1,0
500948,0.0485,0,0
500949,203.3996,1,1
500950,3.8135,0,0
500951,0.0146,0,0
500952,1.6709,0,1
500953,930.6961,1,0
500954,935.4348,1,0
500955,0.5276,0,1
500956,0.1336,0,0
500957,5.4820,0,0
500958,0.0156,0,0
500959,1.0787,0,0
500960,1.5942,0,1
500961,0.2213,0,0
500962,1054.4900,1,0
500963,0.0848,0,1
500964,0.6109,0,0
500965,1.9401,0,0
500966,6.1269,0,0
500967,0.1912,0,1
500968,316.4691,1,0
500969,680.5366,1,1
500970,3.8118,0,0
500971,2.6040,0,1
500972,943.8390,1,1
500973,0.2150,0,0
500974,352.0587,1,0
500975,0.2519,0,0
500976,0.0270,0,1
500977,0.6925,0,0
500978,9.3643,0,0
500979,84.1015,0,1
500980,25.5494,0,0
500981,1.6304,0,0
500982,2.0213,0,0
500983,0.1817,0,0
500984,0.4106,0,0
500985,0.0104,0,0
500986,1194.0025,1,1
500987,36.1636,0,0
500988,5.1342,0,1
500989,23.5848,0,0
500990,2.9911,0,0
500991,10.1314,0,1
500992,0.0385,0,0
500993,233.5430,1,0
500994,4.5146,0,0
500995,3.8988,0,0
500996,1164.3230,1,1
500997,2.2308,0,1
500998,38.2236,0,0
500999,10.3559,0,0
501000,28.6032,0,0
501001,0.1369,0,0
501002,851.7337,1,1
501003,0.6989,0,1
501004,0.0289,0,0
501005,0.1342,0,1
501006,14.1248,0,0
501007,42.0457,0,1
501008,0.5389,0,0
501009,0.2301,0,0
501010,2.0870,0,1
501011,1312.6770,1,0
501012,2.3278,0,0
501013,0.0180,0,1
501014,463.3465,1,0
501015,44.0018,0,0
501016,76.7326,0,1
501017,21.6045,0,0
501018,0.0122,0,0
501019,44.0553,0,0
501020,1493.5238,1,0
501021,0.5416,0,0
501022,8.5600,0,0
501023,1544.0111,1,0
501024,12.8374,0,0
501025,215.4960,1,1
501026,0.0144,0,1
501027,33.2215,0,0
501028,3.8256,0,0
501029,1.1488,0,0
501030,0.0411,0,0
501031,1.2435,0,0
501032,513.0664,1,0
501033,220.8228,1,0
501034,40.3825,0,0
501035,0.0791,0,0
501036,1.1692,0,0
501037,17.4831,0,1
501038,3.4891,0,1
501039,96.6182,0,0
501040,87.2153,0,0
501041,308.8806,1,0
501042,0.1524,0,1
501043,568.4250,1,0
501044,0.0314,0,1
501045,469.7960,1,1
501046,7.3537,0,0
501047,0.0770,0,0
501048,5.0096,0,0
501049,0.0775,0,0
501050,96.5161,0,0
501051,1053.4930,1,0
501052,1.3359,0,1
501053,34.4365,0,1
501054,63.6548,0,0
501055,1301.5652,1,0
501056,14.6167,0,0
501057,68.4826,0,0
501058,31.7623,0,1
501059,1.8611,0,0
501060,510.1118,1,0
501061,0.6077,0,0
501062,23.9751,0,0
501063,649.1460,1,0
501064,0.0863,0,0
501065,0.2716,0,0
501066,953.4316,1,0
501067,0.0647,0,0
501068,78.3340,0,1
501069,2.7629,0,1
501070,2.9124,0,0
501071,18.7418,0,1
501072,9.1320,0,0
501073,15.0989,0,0
501074,0.3495,0,0
501075,1082.4607,1,1
501076,54.4347,0,1
501077,0.5283,0,0
501078,852.4920,1,0
501079,291.2908,1,0
501080,1.0573,0,1
501081,32.3545,0,0
501082,242.2400,1,0
501083,0.2828,0,0
501084,624.0505,1,0
501085,10.9296,0,0
501086,0.2383,0,0
501087,583.7855,1,0
501088,24.2503,0,0
501089,0.6554,0,0
501090,9.2671,0,1
501091,19.6147,0,0
501092,7.4291,0,0
501093,3.4215,0,0
501094,5.9548,0,0
501095,0.1628,0,0
501096,4.5684,0,1
501097,0.0269,0,0
501098,368.6081,1,0
501099,3.2295,0,0
501100,0.1515,0,0
501101,0.0431,0,0
501102,15.0400,0,0
501103,677.8318,1,0
501104,0.0112,0,1
501105,1149.6082,1,0
501106,1008.4088,1,0
501107,1.2569,0,0
501108,532.5064,1,0
501109,559.9166,1,0
501110,766.2196,1,1
501111,0.0123,0,0
501112,4.9983,0,1
501113,38.5539,0,1
501114,1.1713,0,1
501115,30.3843,0,1
501116,0.0170,0,0
501117,18.0832,0,0
501118,1246.9892,1,0
501119,17.2474,0,0
501120,339.0451,1,0
501121,17.9333,0,0
501122,257.2957,1,0
501123,0.1444,0,0
501124,0.0370,0,1
501125,13.1339,0,0
501126,0.2014,0,0
501127,285.5280,1,0
501128,1.4326,0,1
501129,0.0430,0,0
501130,1402.6602,1,0
501131,1108.7813,1,0
501132,627.4202,1,0
501133,2.1849,0,1
501134,203.0834,1,1
501135,31.3904,0,1
501136,530.2148,1,0
501137,0.0555,0,0
501138,0.6410,0,1
501139,70.3536,0,1
501140,0.2035,0,0
501141,42.9312,0,0
501142,16.0196,0,1
501143,1340.5494,1,1
501144,421.1596,1,1
501145,9.5880,0,0
501146,1.0511,0,1
501147,1.3703,0,0
501148,28.3655,0,0
501149,3.0963,0,0
501150,0.0109,0,0
501151,0.0188,0,0
501152,1.3410,0,0
501153,1.9894,0,0
501154,0.5033,0,1
501155,85.7982,0,1
501156,0.6036,0,1
501157,209.1481,1,0
501158,1161.3368,1,0
